,lat,lon,elevation_ft,precip_in,month,year
56272,41.78,124.24,56,16.67,Feb,2019
56273,41.53,120.17,4670,3.43,Feb,2019
56274,40.28,121.23,4525,12.11,Feb,2019
56275,36.79,118.66,4720,8.93,Feb,2019
56276,40.30,121.24,4530,12.19,Feb,2019
56278,39.69,121.82,185,12.78,Feb,2019
56279,37.97,119.92,4765,21.07,Feb,2019
56280,36.31,121.57,5040,13.24,Feb,2019
56281,39.71,121.78,237,11.78,Feb,2019
56282,40.64,122.73,3300,14.72,Feb,2019
56283,39.33,121.19,595,14.81,Feb,2019
56284,41.30,122.82,3911,4.82,Feb,2019
56285,38.20,120.97,331,5.60,Feb,2019
56286,38.25,120.84,658,6.56,Feb,2019
56287,36.14,120.36,670,2.52,Feb,2019
56288,34.35,118.42,4000,11.42,Feb,2019
56289,33.26,115.45,100,0.67,Feb,2019
56290,37.26,121.65,2998,9.96,Feb,2019
56291,37.18,121.54,2739,8.78,Feb,2019
56292,39.10,120.96,2400,18.34,Feb,2019
56294,41.98,122.34,2703,6.48,Feb,2019
56295,39.83,123.08,1514,13.80,Feb,2019
56296,37.09,121.54,802,9.53,Feb,2019
56297,38.71,120.04,7980,17.01,Feb,2019
56299,34.02,118.29,185,5.59,Feb,2019
56300,34.02,118.29,185,5.59,Feb,2019
56301,39.94,122.17,289,9.95,Feb,2019
56304,34.11,118.94,1700,9.13,Feb,2019
56305,41.98,123.61,3970,10.31,Feb,2019
56306,34.44,118.61,1005,5.32,Feb,2019
56307,39.87,121.77,1733,16.78,Feb,2019
56308,40.32,122.88,3400,13.24,Feb,2019
56309,38.20,120.37,3360,19.68,Feb,2019
56310,34.93,119.61,2275,3.30,Feb,2019
56311,34.85,116.79,1922,1.24,Feb,2019
56312,38.53,121.78,60,9.62,Feb,2019
56313,37.33,121.30,1861,5.95,Feb,2019
56314,38.41,122.47,555,20.33,Feb,2019
56315,40.70,122.09,1300,13.36,Feb,2019
56316,39.87,121.61,2710,28.30,Feb,2019
56317,39.87,121.61,2710,28.30,Feb,2019
56318,36.46,116.86,-194,0.57,Feb,2019
56319,39.30,120.83,4455,27.74,Feb,2019
56320,36.91,119.09,1720,10.89,Feb,2019
56321,36.91,119.09,1720,10.89,Feb,2019
56323,39.26,120.77,3400,29.03,Feb,2019
56326,37.55,120.46,230,4.16,Feb,2019
56328,41.18,122.28,2170,23.96,Feb,2019
56329,34.22,117.40,2080,10.18,Feb,2019
56330,40.35,122.45,550,10.68,Feb,2019
56331,39.56,120.82,2915,29.75,Feb,2019
56334,38.55,119.80,8765,11.40,Feb,2019
56335,39.65,122.72,4465,13.36,Feb,2019
56336,39.83,123.08,1500,12.39,Feb,2019
56337,35.98,118.63,6700,14.55,Feb,2019
56338,35.98,118.63,6700,14.55,Feb,2019
56339,40.81,124.16,20,14.43,Feb,2019
56342,41.99,123.72,1708,20.92,Feb,2019
56343,32.88,116.81,800,10.46,Feb,2019
56344,32.88,116.81,800,10.46,Feb,2019
56347,33.67,117.33,1285,6.28,Feb,2019
56348,38.24,120.51,2559,10.71,Feb,2019
56349,35.72,120.64,672,4.24,Feb,2019
56350,37.30,121.74,450,6.69,Feb,2019
56351,37.59,120.27,879,6.40,Feb,2019
56352,37.59,120.27,879,6.40,Feb,2019
56353,36.78,119.72,372,3.26,Feb,2019
56354,39.52,121.27,2840,30.53,Feb,2019
56355,36.90,119.50,920,5.08,Feb,2019
56356,38.52,120.71,2160,14.23,Feb,2019
56357,38.52,120.71,2160,14.23,Feb,2019
56359,38.27,122.07,40,10.43,Feb,2019
56360,34.75,120.01,3200,9.19,Feb,2019
56361,36.01,121.24,1150,9.02,Feb,2019
56363,37.27,118.96,7200,17.34,Feb,2019
56364,32.85,116.86,880,8.82,Feb,2019
56365,41.02,121.44,3310,6.33,Feb,2019
56366,34.70,118.43,3060,6.84,Feb,2019
56367,41.86,120.15,4500,4.23,Feb,2019
56368,41.60,122.85,2725,5.30,Feb,2019
56369,38.51,123.24,112,18.54,Feb,2019
56370,36.99,119.69,581,4.04,Feb,2019
56371,39.51,123.76,120,14.39,Feb,2019
56372,39.81,121.32,5150,35.92,Feb,2019
56373,32.77,117.17,20,5.01,Feb,2019
56374,39.01,120.85,3020,21.40,Feb,2019
56375,41.88,124.14,0,11.20,Feb,2019
56376,35.89,118.92,800,3.53,Feb,2019
56377,40.22,123.63,217,19.44,Feb,2019
56378,41.85,123.97,384,24.44,Feb,2019
56379,41.85,123.97,384,24.44,Feb,2019
56380,33.80,116.48,320,3.78,Feb,2019
56381,39.67,120.62,6920,22.28,Feb,2019
56382,37.24,121.87,184,7.99,Feb,2019
56383,37.75,119.13,8970,8.25,Feb,2019
56384,38.92,120.79,3011,19.17,Feb,2019
56385,36.53,121.27,2343,5.75,Feb,2019
56387,39.16,120.86,3320,19.82,Feb,2019
56388,35.73,118.70,3140,5.31,Feb,2019
56389,37.83,120.50,999,7.42,Feb,2019
56390,36.96,121.61,754,9.96,Feb,2019
56392,39.20,121.07,2400,21.93,Feb,2019
56394,41.13,122.28,4800,14.44,Feb,2019
56395,36.74,118.96,6600,14.84,Feb,2019
56396,32.80,116.92,533,8.04,Feb,2019
56397,37.55,119.24,7900,15.08,Feb,2019
56400,37.82,120.10,3145,12.41,Feb,2019
56401,37.27,119.54,4520,14.52,Feb,2019
56402,37.19,121.89,1680,21.22,Feb,2019
56403,37.47,119.27,6900,21.36,Feb,2019
56404,40.93,121.54,3015,5.63,Feb,2019
56405,40.93,121.54,3015,5.63,Feb,2019
56406,33.24,116.76,2750,17.45,Feb,2019
56407,36.37,118.65,8500,11.19,Feb,2019
56408,38.41,122.37,110,16.81,Feb,2019
56409,36.38,120.85,3500,5.26,Feb,2019
56410,36.14,117.95,3825,3.46,Feb,2019
56411,37.96,119.78,3870,12.97,Feb,2019
56412,38.85,119.94,7776,13.40,Feb,2019
56413,37.10,119.88,2580,5.11,Feb,2019
56416,36.32,119.63,242,2.53,Feb,2019
56417,40.87,121.88,3440,15.16,Feb,2019
56418,39.24,121.27,800,16.58,Feb,2019
56419,39.24,121.27,800,16.58,Feb,2019
56420,40.12,121.37,6500,26.76,Feb,2019
56421,37.23,119.22,7020,17.24,Feb,2019
56422,37.23,119.22,7020,17.24,Feb,2019
56423,33.07,117.11,327,7.38,Feb,2019
56424,36.85,121.42,275,6.68,Feb,2019
56425,40.24,124.13,370,33.20,Feb,2019
56427,41.80,123.38,1120,14.51,Feb,2019
56428,40.90,122.25,3200,17.24,Feb,2019
56429,36.18,118.62,7100,19.98,Feb,2019
56430,36.18,118.62,7100,19.98,Feb,2019
56432,38.73,122.84,2024,20.63,Feb,2019
56433,40.55,123.17,2323,11.70,Feb,2019
56434,39.49,120.28,6456,12.50,Feb,2019
56435,39.45,120.29,7003,10.50,Feb,2019
56436,39.45,120.29,7003,10.50,Feb,2019
56438,36.80,118.20,3950,2.65,Feb,2019
56439,39.08,122.53,1480,11.05,Feb,2019
56440,32.83,115.58,0,0.25,Feb,2019
56441,35.63,118.48,2515,5.84,Feb,2019
56442,35.63,118.48,2515,5.84,Feb,2019
56445,41.27,120.29,5400,2.26,Feb,2019
56447,37.22,121.93,755,13.50,Feb,2019
56448,41.33,120.47,4372,2.01,Feb,2019
56450,36.27,121.07,431,2.99,Feb,2019
56451,32.83,117.13,455,5.57,Feb,2019
56453,36.21,121.13,320,4.77,Feb,2019
56454,38.86,122.42,2550,15.14,Feb,2019
56455,40.13,120.72,7300,14.60,Feb,2019
56456,35.76,118.43,2720,4.36,Feb,2019
56458,37.30,119.10,9131,21.12,Feb,2019
56459,36.03,120.06,810,3.01,Feb,2019
56460,35.78,118.44,2703,4.32,Feb,2019
56462,39.20,123.19,670,13.93,Feb,2019
56464,37.21,118.61,9065,7.04,Feb,2019
56467,33.94,118.39,97,4.42,Feb,2019
56468,32.84,116.90,554,7.83,Feb,2019
56470,39.87,123.72,700,24.56,Feb,2019
56471,36.38,119.03,513,4.71,Feb,2019
56474,37.96,119.12,6797,5.95,Feb,2019
56475,33.81,118.15,31,5.06,Feb,2019
56477,36.20,119.06,420,3.61,Feb,2019
56478,34.27,117.18,5130,18.65,Feb,2019
56480,37.11,121.84,3788,18.74,Feb,2019
56481,32.77,117.02,530,6.77,Feb,2019
56484,37.05,120.87,120,2.77,Feb,2019
56485,34.21,119.14,63,4.88,Feb,2019
56486,36.39,121.67,1058,13.71,Feb,2019
56487,35.38,120.19,1633,5.91,Feb,2019
56488,40.87,122.39,1100,19.96,Feb,2019
56489,40.34,121.71,4159,12.68,Feb,2019
56490,35.57,121.08,80,6.82,Feb,2019
56491,34.49,119.05,4520,12.52,Feb,2019
56492,38.30,119.55,7205,14.60,Feb,2019
56493,35.90,121.09,795,7.05,Feb,2019
56494,40.32,123.37,2760,26.24,Feb,2019
56496,37.29,120.51,153,3.39,Feb,2019
56498,38.22,121.04,180,5.20,Feb,2019
56499,41.25,122.14,3280,12.12,Feb,2019
56500,41.13,122.07,2690,21.99,Feb,2019
56501,36.95,120.04,270,2.90,Feb,2019
56503,38.34,122.20,1000,12.05,Feb,2019
56504,38.50,121.04,185,8.08,Feb,2019
56505,37.35,121.63,4198,11.57,Feb,2019
56506,37.35,121.63,4198,11.57,Feb,2019
56507,41.32,122.32,3590,15.60,Feb,2019
56508,40.35,121.61,4875,19.29,Feb,2019
56509,40.35,121.61,4875,19.29,Feb,2019
56511,38.69,119.78,5501,6.31,Feb,2019
56512,36.24,118.71,5400,14.64,Feb,2019
56513,36.24,118.71,5400,14.64,Feb,2019
56514,36.11,121.53,3288,23.36,Feb,2019
56515,40.54,121.58,5750,17.43,Feb,2019
56516,37.49,119.99,2100,11.59,Feb,2019
56517,37.49,119.99,2100,11.59,Feb,2019
56519,40.18,123.78,218,20.32,Feb,2019
56520,37.06,121.60,260,7.91,Feb,2019
56521,41.78,122.04,4250,3.86,Feb,2019
56522,37.01,121.70,1822,11.82,Feb,2019
56523,36.19,120.76,2794,5.08,Feb,2019
56524,38.39,120.65,2967,11.89,Feb,2019
56525,40.72,123.29,3400,12.91,Feb,2019
56526,34.23,118.07,5733,24.66,Feb,2019
56527,35.76,120.89,825,3.98,Feb,2019
56528,36.69,121.62,80,5.08,Feb,2019
56529,38.43,122.25,1660,17.60,Feb,2019
56530,35.79,121.09,800,12.05,Feb,2019
56531,38.89,121.60,32,8.40,Feb,2019
56532,38.16,120.81,554,7.61,Feb,2019
56533,35.02,120.47,305,5.40,Feb,2019
56534,35.20,120.46,550,9.65,Feb,2019
56535,33.28,115.52,-60,1.00,Feb,2019
56536,39.54,122.67,5100,20.29,Feb,2019
56537,38.00,120.49,960,12.95,Feb,2019
56538,37.95,120.53,1400,7.20,Feb,2019
56539,37.23,119.51,2630,11.57,Feb,2019
56540,38.31,122.29,20,10.71,Feb,2019
56541,34.51,119.23,4100,15.12,Feb,2019
56542,38.28,122.26,35,9.87,Feb,2019
56543,37.34,119.35,5150,23.40,Feb,2019
56544,39.25,121.00,2781,26.76,Feb,2019
56545,41.84,122.85,1980,6.30,Feb,2019
56546,33.21,117.35,30,5.13,Feb,2019
56547,33.21,117.35,30,5.13,Feb,2019
56548,40.42,122.74,1300,11.76,Feb,2019
56549,37.15,121.42,1696,10.99,Feb,2019
56550,41.84,122.85,1953,6.34,Feb,2019
56552,39.75,122.20,254,10.66,Feb,2019
56553,41.30,123.53,354,14.48,Feb,2019
56554,36.18,118.71,3240,10.86,Feb,2019
56555,39.53,121.52,900,16.05,Feb,2019
56556,41.30,124.05,5,16.72,Feb,2019
56557,41.31,123.53,400,14.17,Feb,2019
56563,36.61,120.88,1400,5.06,Feb,2019
56565,38.76,120.50,3440,24.45,Feb,2019
56566,38.76,120.50,3440,24.45,Feb,2019
56567,37.25,119.46,5150,15.24,Feb,2019
56568,38.58,122.63,1124,14.50,Feb,2019
56569,36.83,119.32,615,7.80,Feb,2019
56570,36.83,119.32,615,7.80,Feb,2019
56571,38.40,120.63,2440,15.48,Feb,2019
56574,35.90,120.43,1525,5.23,Feb,2019
56575,38.70,120.82,1850,16.80,Feb,2019
56576,40.44,122.83,2452,9.82,Feb,2019
56577,40.21,121.16,4520,16.60,Feb,2019
56578,40.29,122.87,3500,9.53,Feb,2019
56579,36.40,121.72,2610,18.87,Feb,2019
56580,39.37,123.13,1440,16.11,Feb,2019
56581,37.40,119.52,6900,20.20,Feb,2019
56582,39.81,120.47,4850,10.44,Feb,2019
56583,35.63,120.69,700,1.57,Feb,2019
56584,35.63,120.69,700,1.57,Feb,2019
56585,37.02,119.56,1296,6.65,Feb,2019
56586,33.36,116.86,5560,20.54,Feb,2019
56587,40.99,121.98,1458,24.80,Feb,2019
56588,40.99,121.98,1458,24.80,Feb,2019
56590,33.82,116.50,474,4.38,Feb,2019
56591,36.63,121.93,27,6.78,Feb,2019
56592,36.17,121.38,5264,16.50,Feb,2019
56594,39.94,120.95,3420,20.74,Feb,2019
56595,39.94,120.95,3420,20.74,Feb,2019
56597,41.60,122.93,4238,5.12,Feb,2019
56598,36.12,118.54,7200,1.36,Feb,2019
56600,40.52,122.30,502,10.69,Feb,2019
56601,39.67,123.32,2428,16.09,Feb,2019
56602,34.53,120.09,2610,14.77,Feb,2019
56605,40.57,122.42,740,14.64,Feb,2019
56606,36.11,118.64,6200,14.42,Feb,2019
56607,36.11,118.64,6200,14.42,Feb,2019
56609,35.67,121.05,3401,13.99,Feb,2019
56610,33.05,116.86,1420,9.41,Feb,2019
56612,39.13,120.95,1945,20.44,Feb,2019
56613,38.31,120.55,2720,17.10,Feb,2019
56614,38.48,122.71,599,13.99,Feb,2019
56616,40.12,121.04,6100,16.96,Feb,2019
56617,33.95,117.39,839,5.11,Feb,2019
56618,34.05,116.82,7070,16.89,Feb,2019
56620,38.51,121.50,21,7.74,Feb,2019
56621,32.73,117.18,15,3.42,Feb,2019
56622,38.67,121.56,14,6.74,Feb,2019
56623,34.42,119.68,5,7.89,Feb,2019
56624,35.31,120.66,315,7.31,Feb,2019
56625,34.77,119.65,5300,8.87,Feb,2019
56626,34.10,117.27,1042,7.83,Feb,2019
56627,37.14,121.97,1400,19.70,Feb,2019
56628,38.00,121.32,12,5.72,Feb,2019
56629,38.00,121.32,12,5.72,Feb,2019
56630,40.49,124.10,36,17.62,Feb,2019
56631,36.99,121.99,130,11.00,Feb,2019
56632,36.06,118.92,692,4.82,Feb,2019
56633,36.06,118.92,692,4.82,Feb,2019
56634,40.17,122.80,3850,13.16,Feb,2019
56636,39.58,120.37,4975,12.33,Feb,2019
56637,39.58,120.37,4975,12.33,Feb,2019
56638,38.17,120.10,5100,21.13,Feb,2019
56639,37.62,122.38,13,7.19,Feb,2019
56640,37.77,122.43,150,7.94,Feb,2019
56641,39.13,120.75,3843,25.64,Feb,2019
56643,40.71,122.42,1075,23.48,Feb,2019
56644,40.71,122.42,1075,23.48,Feb,2019
56645,40.50,121.85,3630,13.00,Feb,2019
56646,37.32,121.47,2300,9.72,Feb,2019
56647,35.08,120.19,2080,10.04,Feb,2019
56648,36.57,118.96,4340,8.94,Feb,2019
56649,38.68,120.12,7100,20.42,Feb,2019
56650,41.78,122.47,2644,3.74,Feb,2019
56651,36.76,121.49,2838,6.66,Feb,2019
56652,37.35,121.90,67,5.51,Feb,2019
56654,38.72,120.57,3530,21.08,Feb,2019
56655,38.72,120.57,3530,21.08,Feb,2019
56656,37.05,121.05,350,3.49,Feb,2019
56657,41.05,122.48,5700,17.44,Feb,2019
56658,41.39,123.49,915,16.97,Feb,2019
56659,34.51,119.82,2300,16.26,Feb,2019
56660,34.51,119.82,2300,16.26,Feb,2019
56662,35.37,120.64,1100,13.56,Feb,2019
56664,38.56,121.42,49,8.90,Feb,2019
56665,38.56,121.42,49,8.90,Feb,2019
56666,34.90,120.45,254,3.69,Feb,2019
56667,33.68,117.87,50,6.19,Feb,2019
56668,35.80,120.88,800,5.60,Feb,2019
56669,36.66,121.67,45,7.49,Feb,2019
56670,40.78,121.78,5950,14.12,Feb,2019
56671,39.42,122.98,1725,19.32,Feb,2019
56672,39.33,120.37,6885,32.64,Feb,2019
56673,37.97,120.39,1675,10.78,Feb,2019
56674,37.17,118.57,9580,8.23,Feb,2019
56675,37.17,118.57,9580,8.23,Feb,2019
56676,38.67,119.82,6115,13.20,Feb,2019
56677,38.49,122.48,310,18.63,Feb,2019
56678,38.13,120.37,1060,13.55,Feb,2019
56679,38.31,119.60,8827,14.60,Feb,2019
56681,38.21,120.46,2370,13.97,Feb,2019
56682,36.35,120.60,4650,7.71,Feb,2019
56684,33.74,117.87,135,5.61,Feb,2019
56686,37.31,122.00,174,8.46,Feb,2019
56687,32.84,117.03,300,8.12,Feb,2019
56688,38.49,122.54,1780,19.28,Feb,2019
56689,41.17,121.93,5400,26.64,Feb,2019
56690,39.59,122.53,800,11.59,Feb,2019
56691,39.47,120.10,5690,12.76,Feb,2019
56692,38.44,122.70,174,15.23,Feb,2019
56693,39.56,121.11,3808,36.75,Feb,2019
56694,39.56,121.11,3808,36.75,Feb,2019
56695,41.30,123.13,2192,10.34,Feb,2019
56697,33.11,116.67,2990,13.16,Feb,2019
56698,35.66,120.92,970,13.53,Feb,2019
56700,39.17,120.14,6230,17.36,Feb,2019
56701,39.89,122.52,720,9.76,Feb,2019
56702,39.30,122.65,4000,18.71,Feb,2019
56703,39.33,120.19,6020,10.07,Feb,2019
56704,39.33,120.19,6020,10.07,Feb,2019
56706,38.03,120.35,3730,14.04,Feb,2019
56707,36.41,119.00,752,3.71,Feb,2019
56708,36.41,119.00,752,3.71,Feb,2019
56709,37.16,119.20,7613,22.00,Feb,2019
56710,36.55,121.63,2338,8.39,Feb,2019
56712,35.86,121.32,3350,22.73,Feb,2019
56713,37.68,121.35,135,4.54,Feb,2019
56714,36.47,118.86,1140,7.83,Feb,2019
56715,40.73,122.79,1860,10.69,Feb,2019
56716,41.96,121.47,4035,2.31,Feb,2019
56717,34.98,120.32,692,5.71,Feb,2019
56718,38.71,120.04,8000,17.01,Feb,2019
56720,34.13,116.04,1975,2.06,Feb,2019
56721,40.92,122.82,4000,15.84,Feb,2019
56722,39.13,123.20,626,15.94,Feb,2019
56723,34.15,116.69,8600,8.03,Feb,2019
56724,37.16,121.90,3090,24.53,Feb,2019
56725,37.22,121.68,735,7.56,Feb,2019
56726,37.07,121.69,489,12.48,Feb,2019
56727,37.09,121.80,1099,22.21,Feb,2019
56729,38.07,119.23,9445,12.50,Feb,2019
56731,35.86,120.60,1476,4.57,Feb,2019
56732,36.33,119.30,325,2.95,Feb,2019
56733,38.61,123.02,1260,45.92,Feb,2019
56735,40.46,121.87,2220,10.04,Feb,2019
56736,39.81,120.19,4950,3.53,Feb,2019
56737,34.27,119.21,280,6.16,Feb,2019
56738,35.60,119.35,345,1.86,Feb,2019
56739,34.69,119.66,6360,10.16,Feb,2019
56740,38.69,121.79,70,10.38,Feb,2019
56741,38.69,121.79,70,10.38,Feb,2019
56742,40.73,122.94,2040,12.66,Feb,2019
56743,40.73,122.94,2040,12.66,Feb,2019
56744,41.48,122.45,2930,3.56,Feb,2019
56745,34.24,118.02,4000,15.51,Feb,2019
56746,39.30,123.29,1851,21.00,Feb,2019
56748,39.02,122.41,2085,12.30,Feb,2019
56749,40.62,121.90,2499,9.78,Feb,2019
56753,40.61,122.53,1295,27.63,Feb,2019
56754,38.47,120.37,1950,18.46,Feb,2019
56756,36.93,121.77,95,7.38,Feb,2019
56757,41.37,122.64,2625,6.44,Feb,2019
56758,37.75,119.59,3966,14.14,Feb,2019
56760,37.09,119.51,2090,4.45,Mar,2019
56762,37.90,122.53,2,5.99,Mar,2019
56763,40.98,124.11,223,5.39,Mar,2019
56764,41.23,120.79,6190,3.90,Mar,2019
56765,41.19,120.94,4195,2.22,Mar,2019
56766,38.88,121.05,1200,4.64,Mar,2019
56767,37.15,119.50,1000,4.48,Mar,2019
56768,40.19,123.59,1059,6.63,Mar,2019
56769,34.33,118.55,2780,4.53,Mar,2019
56770,39.47,120.88,4957,9.92,Mar,2019
56771,37.17,121.63,645,3.59,Mar,2019
56772,38.57,122.44,1715,8.01,Mar,2019
56773,38.57,122.44,1715,8.01,Mar,2019
56774,36.19,121.64,3368,14.18,Mar,2019
56775,40.18,120.61,4960,5.44,Mar,2019
56776,37.23,121.98,449,3.66,Mar,2019
56778,38.28,120.31,4700,12.46,Mar,2019
56780,36.49,118.83,1708,6.96,Mar,2019
56782,34.45,118.20,2600,1.64,Mar,2019
56783,41.53,120.67,5049,2.05,Mar,2019
56784,36.46,118.63,6400,10.80,Mar,2019
56785,36.46,118.63,6400,10.80,Mar,2019
56786,38.91,121.08,1292,3.78,Mar,2019
56789,39.13,121.45,113,3.71,Mar,2019
56790,35.16,120.28,1500,5.04,Mar,2019
56791,34.89,117.02,2320,1.66,Mar,2019
56792,37.29,119.53,3400,7.30,Mar,2019
56793,34.92,119.92,5120,2.21,Mar,2019
56794,40.74,123.21,1250,3.78,Mar,2019
56795,34.24,116.90,6760,3.21,Mar,2019
56796,37.21,119.24,4878,6.54,Mar,2019
56798,38.21,119.01,8370,2.35,Mar,2019
56799,41.05,120.34,5927,1.90,Mar,2019
56800,40.62,122.57,1300,14.64,Mar,2019
56801,38.59,120.93,905,4.97,Mar,2019
56802,35.43,119.05,497,2.01,Mar,2019
56803,37.21,119.97,450,4.24,Mar,2019
56804,37.37,118.36,4108,1.92,Mar,2019
56805,33.92,117.90,340,2.24,Mar,2019
56806,36.26,121.78,200,9.49,Mar,2019
56807,39.85,121.24,5750,20.08,Mar,2019
56808,39.81,122.33,426,6.95,Mar,2019
56809,38.45,120.03,7200,12.25,Mar,2019
56812,33.61,114.71,395,0.19,Mar,2019
56813,33.00,116.84,1280,1.55,Mar,2019
56814,37.38,120.28,319,2.97,Mar,2019
56815,39.38,121.39,839,6.10,Mar,2019
56816,41.08,122.63,6450,11.08,Mar,2019
56817,38.99,123.35,644,7.28,Mar,2019
56818,39.39,120.09,5575,2.76,Mar,2019
56819,39.45,120.66,5385,15.21,Mar,2019
56820,40.60,121.08,5686,4.13,Mar,2019
56822,38.26,119.23,6470,1.61,Mar,2019
56823,38.07,121.21,59,2.96,Mar,2019
56824,35.93,120.87,443,1.48,Mar,2019
56825,35.18,120.08,3770,5.43,Mar,2019
56826,36.68,118.86,6800,10.67,Mar,2019
56827,36.68,118.86,6800,10.67,Mar,2019
56828,39.92,121.35,1850,11.46,Mar,2019
56829,39.92,121.35,1850,11.46,Mar,2019
56830,40.87,121.85,3800,16.51,Mar,2019
56832,37.37,119.88,1520,4.10,Mar,2019
56833,41.68,122.60,3090,1.28,Mar,2019
56834,37.17,121.76,550,4.17,Mar,2019
56835,36.39,121.55,1824,3.28,Mar,2019
56837,40.17,121.09,4560,5.59,Mar,2019
56839,35.10,119.77,2400,2.14,Mar,2019
56840,36.56,118.34,10700,6.25,Mar,2019
56841,40.60,121.85,2840,8.40,Mar,2019
56842,41.58,120.30,7030,4.70,Mar,2019
56843,41.78,124.24,56,4.63,Mar,2019
56844,41.53,120.17,4670,1.17,Mar,2019
56845,40.28,121.23,4525,5.89,Mar,2019
56846,40.30,121.24,4530,6.16,Mar,2019
56848,39.69,121.82,185,4.91,Mar,2019
56849,37.97,119.92,4765,9.33,Mar,2019
56850,36.31,121.57,5040,5.00,Mar,2019
56851,39.71,121.78,237,5.12,Mar,2019
56852,40.64,122.73,3300,7.08,Mar,2019
56853,39.33,121.19,595,7.13,Mar,2019
56854,41.30,122.82,3911,2.01,Mar,2019
56855,38.20,120.97,331,3.27,Mar,2019
56856,38.25,120.84,658,4.93,Mar,2019
56857,36.14,120.36,670,0.18,Mar,2019
56858,34.35,118.42,4000,4.57,Mar,2019
56859,37.25,119.71,2230,2.42,Mar,2019
56860,33.26,115.45,100,0.04,Mar,2019
56861,37.26,121.65,2998,5.28,Mar,2019
56862,37.18,121.54,2739,3.70,Mar,2019
56863,39.10,120.96,2400,8.00,Mar,2019
56866,41.98,122.34,2703,1.10,Mar,2019
56867,39.83,123.08,1514,6.76,Mar,2019
56868,39.13,123.07,3355,6.84,Mar,2019
56869,37.09,121.54,802,3.62,Mar,2019
56871,34.02,118.29,185,2.19,Mar,2019
56872,34.02,118.29,185,2.19,Mar,2019
56873,39.94,122.17,289,5.55,Mar,2019
56877,41.98,123.61,3970,5.30,Mar,2019
56878,34.44,118.61,1005,2.71,Mar,2019
56879,40.32,122.88,3400,7.68,Mar,2019
56880,39.82,123.24,1410,6.43,Mar,2019
56881,38.20,120.37,3360,11.44,Mar,2019
56882,34.93,119.61,2275,2.29,Mar,2019
56883,34.85,116.79,1922,0.75,Mar,2019
56884,38.53,121.78,60,5.67,Mar,2019
56885,37.33,121.30,1861,2.71,Mar,2019
56886,38.41,122.47,555,7.29,Mar,2019
56887,38.33,119.65,9250,4.81,Mar,2019
56888,40.70,122.09,1300,10.60,Mar,2019
56889,39.87,121.61,2710,13.58,Mar,2019
56890,39.87,121.61,2710,13.58,Mar,2019
56891,36.46,116.86,-194,1.11,Mar,2019
56892,39.30,120.83,4455,10.73,Mar,2019
56893,36.91,119.09,1720,6.39,Mar,2019
56894,36.91,119.09,1720,6.39,Mar,2019
56895,39.33,120.28,5924,3.86,Mar,2019
56897,39.32,120.23,5937,4.01,Mar,2019
56898,40.02,120.10,4240,1.66,Mar,2019
56899,39.26,120.77,3400,10.60,Mar,2019
56902,37.55,120.46,230,2.68,Mar,2019
56904,41.18,122.28,2170,9.61,Mar,2019
56905,34.22,117.40,2080,3.51,Mar,2019
56906,40.35,122.45,550,6.72,Mar,2019
56907,39.88,120.48,5768,3.35,Mar,2019
56908,39.56,120.82,2915,11.68,Mar,2019
56911,39.65,122.72,4465,7.88,Mar,2019
56912,39.83,123.08,1500,6.28,Mar,2019
56913,35.98,118.63,6700,10.21,Mar,2019
56914,35.98,118.63,6700,10.21,Mar,2019
56915,40.81,124.16,20,4.79,Mar,2019
56918,41.99,123.72,1708,5.52,Mar,2019
56919,37.93,119.23,9645,3.40,Mar,2019
56920,32.88,116.81,800,1.92,Mar,2019
56921,32.88,116.81,800,1.92,Mar,2019
56924,33.67,117.33,1285,1.97,Mar,2019
56925,38.24,120.51,2559,7.47,Mar,2019
56926,35.72,120.64,672,2.04,Mar,2019
56927,37.30,121.74,450,3.07,Mar,2019
56928,37.59,120.27,879,3.71,Mar,2019
56929,37.59,120.27,879,3.71,Mar,2019
56930,36.78,119.72,372,1.26,Mar,2019
56931,39.52,121.27,2840,11.50,Mar,2019
56932,36.90,119.50,920,1.99,Mar,2019
56933,38.52,120.71,2160,8.21,Mar,2019
56934,38.52,120.71,2160,8.21,Mar,2019
56936,38.27,122.07,40,5.57,Mar,2019
56937,34.75,120.01,3200,4.28,Mar,2019
56938,39.89,120.19,5517,2.00,Mar,2019
56939,36.01,121.24,1150,2.80,Mar,2019
56941,38.93,120.05,6236,4.60,Mar,2019
56942,32.85,116.86,880,1.74,Mar,2019
56943,41.02,121.44,3310,4.52,Mar,2019
56944,34.70,118.43,3060,3.30,Mar,2019
56945,41.86,120.15,4500,2.96,Mar,2019
56946,41.60,122.85,2725,1.20,Mar,2019
56947,38.51,123.24,112,7.41,Mar,2019
56948,36.99,119.69,581,2.36,Mar,2019
56949,39.51,123.76,120,7.60,Mar,2019
56950,39.81,121.32,5150,17.12,Mar,2019
56951,32.77,117.17,20,1.17,Mar,2019
56952,39.01,120.85,3020,9.36,Mar,2019
56953,41.88,124.14,0,7.20,Mar,2019
56954,35.89,118.92,800,2.53,Mar,2019
56955,40.22,123.63,217,7.04,Mar,2019
56956,41.85,123.97,384,6.55,Mar,2019
56957,41.85,123.97,384,6.55,Mar,2019
56958,33.80,116.48,320,0.31,Mar,2019
56959,39.67,120.62,6920,14.00,Mar,2019
56960,37.24,121.87,184,2.21,Mar,2019
